Date,Voltage L1,Power L1,Total L1,Voltage L2,Power L2,Total L2,Voltage L3,Power L3,Total L3
2021-01-30T11:42:20,223.28,95.73,165269.8,221.94,276.46,475078.2,215.07,106.29,69390.1
2021-01-30T11:42:30,224.89,94.89,165269.8,216.9,278.23,475078.2,215.85,105.47,69390.1
2021-01-30T11:42:40,224.28,95.55,165269.8,216.26,277.41,475078.2,218.21,106.31,69390.1
2021-01-30T11:42:50,224.47,95.04,165269.8,217.14,290.22,475078.2,215.21,106.31,69390.1
2021-01-30T11:43:00,224.29,95.12,165269.8,216.4,278.2,475078.2,216.74,106.23,69390.1
2021-01-30T11:43:10,223.49,95.54,165271.3,218.41,272.78,475082.9,219.45,106.49,69391.8
2021-01-30T11:43:20,223.78,94.4,165271.3,219.47,276.29,475082.9,216.21,106.32,69391.8
2021-01-30T11:43:30,224.97,92.49,165271.3,213.51,282.52,475082.9,219.13,106.1,69391.8
2021-01-30T11:43:40,225.04,90.77,165271.3,214.2,279.21,475082.9,217.04,106.65,69391.8
2021-01-30T11:43:50,223.29,89.18,165271.3,214.92,281.46,475082.9,218.45,106.6,69391.8
2021-01-30T11:44:00,221,88.79,165271.3,218.74,289.55,475082.9,222.47,106.97,69391.8
2021-01-30T11:44:10,221.15,87.71,165272.9,219.64,291.77,475087.5,219.72,107.28,69393.6
2021-01-30T11:44:20,220.84,86,165272.9,219.11,271.64,475087.5,222.38,107.25,69393.6
2021-01-30T11:44:30,222.04,85.13,165272.9,214.36,306.47,475087.5,220.67,106.74,69393.6
2021-01-30T11:44:40,221.3,83.5,165272.9,214.57,313.59,475087.5,220.9,106.43,69393.6
2021-01-30T11:44:50,218.85,83.82,165272.9,221.09,315.21,475087.5,222.32,107.68,69393.6
2021-01-30T11:45:00,216.69,135.67,165272.9,228,319.69,475087.5,220.26,106.71,69393.6
2021-01-30T11:45:10,216.36,135.5,165274.4,227.22,311.15,475092.7,222.22,106.72,69395.3
2021-01-30T11:45:20,218.62,82.9,165274.4,222.08,313.11,475092.7,220.58,107.11,69395.3
2021-01-30T11:45:30,218.51,82.34,165274.4,222.09,285.15,475092.7,220.5,106.82,69395.3
2021-01-30T11:45:40,216.83,83.14,165274.4,227.57,284.82,475092.7,221.48,106.44,69395.3
2021-01-30T11:45:50,217.74,82.69,165274.4,227.38,291.15,475092.7,219.81,81.8,69395.3
2021-01-30T11:46:00,216.43,83.03,165274.4,229.18,287.23,475092.7,221.86,67.68,69395.3
2021-01-30T11:46:10,218.83,81.45,165276,222.94,285.8,475097.6,220.23,68.03,69397
2021-01-30T11:46:20,218.69,106.03,165276,223.25,287.73,475097.6,220.42,67.71,69397
2021-01-30T11:46:30,217.61,106.73,165276,230.86,272.57,475097.6,223.19,67.76,69397
2021-01-30T11:46:40,217.21,105.54,165276,231.68,285.94,475097.6,221.17,68.12,69397
2021-01-30T11:46:50,221.49,105.42,165276,218.21,286.23,475097.6,223.77,68.18,69397
2021-01-30T11:47:00,221.73,105.72,165276,219.01,288.72,475097.6,221.48,67.7,69397
2021-01-30T11:47:10,221.49,105.34,165277.6,218.58,284.94,475102.4,221.27,67.86,69398.1
2021-01-30T11:47:20,219.65,104.1,165277.6,223.75,289.53,475102.4,222.3,68.07,69398.1
2021-01-30T11:47:30,220.28,104.01,165277.6,225.03,291.7,475102.4,217.24,67.56,69398.1
2021-01-30T11:47:40,221.31,105.11,165277.6,219.19,287.17,475102.4,220.43,67.58,69398.1
2021-01-30T11:47:50,221.6,104.18,165277.6,219.81,288.89,475102.4,217.49,67.72,69398.1
2021-01-30T11:52:26,223.66,102.44,165286.2,225.65,336.83,475128.9,217.64,68.13,69403.7
2021-01-30T11:52:36,222.17,102.14,165286.2,232.58,339.32,475128.9,214.83,68,69403.7
2021-01-30T11:52:46,223.16,102.1,165286.2,227.63,346.19,475128.9,215.44,67.96,69403.7
2021-01-30T11:52:56,223.38,102.05,165286.2,224.95,327.16,475128.9,216.25,67.35,69403.7
2021-01-30T11:53:06,221.64,101.83,165287.9,230.8,353.87,475134.7,214.69,67.84,69404.8
2021-01-30T11:53:16,221.57,101.81,165287.9,230.87,346.57,475134.7,214.47,67.89,69404.8
2021-01-30T11:54:00,221.41,100.97,165287.9,227.99,338.15,475134.7,212.46,68.19,69404.8
2021-01-30T11:54:10,221.24,101.29,165289.5,228.52,343.05,475140.5,212.35,68.11,69406
2021-01-30T11:54:20,223.18,101.23,165289.5,222.46,340.95,475140.5,213.39,67.88,69406
